,responsibility_metric,responsibility_column,w_responsibility,capacity_metric,capacity_column,w_capacity,needs_metric,needs_column,w_needs,engagement_metric,engagement_column,w_engagement,country_weight_metric
RUN9040,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.7,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9041,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.6,Population_5yr
RUN9042,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.5,Population_5yr
RUN9043,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.4,Population_5yr
RUN9044,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9045,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9046,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9047,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9048,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.5,Population_5yr
RUN9049,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4,Population_5yr
RUN9050,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9051,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9052,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9053,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9054,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.4,Population_5yr
RUN9055,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9056,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9057,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9058,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9059,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9060,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9061,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9062,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9063,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9064,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9065,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9066,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.6,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9067,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.6,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9068,Total Emissions,GHG_2024,0.3,Gross National Income per capita,GNI_pc,0.7,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9069,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.6,Population_5yr
RUN9070,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.5,Population_5yr
RUN9071,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.4,Population_5yr
RUN9072,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9073,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9074,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9075,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.6,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9076,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.5,Population_5yr
RUN9077,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4,Population_5yr
RUN9078,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9079,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9080,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9081,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9082,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.4,Population_5yr
RUN9083,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9084,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9085,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9086,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9087,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9088,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9089,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9090,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9091,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9092,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9093,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9094,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9095,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9096,Total Emissions,GHG_2024,0.4,Gross National Income per capita,GNI_pc,0.6,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9097,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.5,Population_5yr
RUN9098,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.4,Population_5yr
RUN9099,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9100,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9101,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9102,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.5,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9103,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.4,Population_5yr
RUN9104,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9105,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9106,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9107,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9108,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9109,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9110,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9111,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9112,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9113,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9114,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9115,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9116,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9117,Total Emissions,GHG_2024,0.5,Gross National Income per capita,GNI_pc,0.5,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9118,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.4,Population_5yr
RUN9119,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9120,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9121,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9122,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.4,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9123,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9124,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9125,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9126,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9127,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9128,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9129,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9130,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9131,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9132,Total Emissions,GHG_2024,0.6,Gross National Income per capita,GNI_pc,0.4,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9133,Total Emissions,GHG_2024,0.7,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9134,Total Emissions,GHG_2024,0.7,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9135,Total Emissions,GHG_2024,0.7,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9136,Total Emissions,GHG_2024,0.7,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.3,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9137,Total Emissions,GHG_2024,0.7,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9138,Total Emissions,GHG_2024,0.7,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9139,Total Emissions,GHG_2024,0.7,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9140,Total Emissions,GHG_2024,0.7,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9141,Total Emissions,GHG_2024,0.7,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9142,Total Emissions,GHG_2024,0.7,Gross National Income per capita,GNI_pc,0.3,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9143,Total Emissions,GHG_2024,0.8,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9144,Total Emissions,GHG_2024,0.8,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9145,Total Emissions,GHG_2024,0.8,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.2,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9146,Total Emissions,GHG_2024,0.8,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9147,Total Emissions,GHG_2024,0.8,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9148,Total Emissions,GHG_2024,0.8,Gross National Income per capita,GNI_pc,0.2,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9149,Total Emissions,GHG_2024,0.9,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9150,Total Emissions,GHG_2024,0.9,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.1,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9151,Total Emissions,GHG_2024,0.9,Gross National Income per capita,GNI_pc,0.1,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9152,Total Emissions,GHG_2024,1.0,Gross National Income per capita,GNI_pc,0.0,Physical Climate Risk (EIB),EIB_PR,0.0,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9153,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.0,Transition Climate Risk (EIB),EIB_TR,0.0,UN Multilateral Engagement Score,UN_Index,1.0,Population_5yr
RUN9154,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.0,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.9,Population_5yr
RUN9155,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.0,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.8,Population_5yr
RUN9156,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.0,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.7,Population_5yr
RUN9157,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.0,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.6,Population_5yr
RUN9158,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.0,Transition Climate Risk (EIB),EIB_TR,0.5,UN Multilateral Engagement Score,UN_Index,0.5,Population_5yr
RUN9159,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.0,Transition Climate Risk (EIB),EIB_TR,0.6,UN Multilateral Engagement Score,UN_Index,0.4,Population_5yr
RUN9160,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.0,Transition Climate Risk (EIB),EIB_TR,0.7,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9161,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.0,Transition Climate Risk (EIB),EIB_TR,0.8,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9162,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.0,Transition Climate Risk (EIB),EIB_TR,0.9,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9163,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.0,Transition Climate Risk (EIB),EIB_TR,1.0,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9164,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.0,UN Multilateral Engagement Score,UN_Index,0.9,Population_5yr
RUN9165,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.8,Population_5yr
RUN9166,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.7,Population_5yr
RUN9167,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.3,UN Multilateral Engagement Score,UN_Index,0.6,Population_5yr
RUN9168,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.4,UN Multilateral Engagement Score,UN_Index,0.5,Population_5yr
RUN9169,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.5,UN Multilateral Engagement Score,UN_Index,0.4,Population_5yr
RUN9170,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.6,UN Multilateral Engagement Score,UN_Index,0.3,Population_5yr
RUN9171,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.7,UN Multilateral Engagement Score,UN_Index,0.2,Population_5yr
RUN9172,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.8,UN Multilateral Engagement Score,UN_Index,0.1,Population_5yr
RUN9173,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.1,Transition Climate Risk (EIB),EIB_TR,0.9,UN Multilateral Engagement Score,UN_Index,0.0,Population_5yr
RUN9174,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.0,UN Multilateral Engagement Score,UN_Index,0.8,Population_5yr
RUN9175,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.1,UN Multilateral Engagement Score,UN_Index,0.7,Population_5yr
RUN9176,Total Emissions,GHG_2024,0.0,Gross National Income per capita,GNI_pc,0.2,Transition Climate Risk (EIB),EIB_TR,0.2,UN Multilateral Engagement Score,UN_Index,0.6,Population_5yr
